"sexe","age","revenu","region","conjoint","anneeclient","semainedernier","montantdernier","montantunan","achatunan","yachat","ymontant","train","test"
1,39,1,3,0,7,7,7,28,5,1,62,0,1
0,27,2,4,0,7.8,2,19,78,15,1,75,0,1
0,26,1,2,0,6.4,12,5,108,12,0,NA,0,1
1,44,3,3,1,1.2,2,11,62,15,0,NA,0,1
0,32,2,2,0,1.8,17,10,51,7,1,62,0,1
1,41,1,3,0,8.2,28,3,16,5,1,69,0,1
1,25,2,3,0,6.6,4,4,23,7,1,73,0,1
1,28,1,5,0,2.8,4,9,72,17,1,44,0,1
0,30,2,1,0,9.7,2,10,146,20,0,NA,0,1
0,30,2,2,0,5.8,4,4,27,5,1,68,0,1
1,72,1,5,0,8.7,48,2,6,2,0,NA,0,1
0,27,2,1,0,6.6,21,2,93,17,0,NA,0,1
0,43,2,5,1,5.5,1,4,270,20,0,NA,0,1
0,22,3,2,1,2.6,3,2,26,7,0,NA,0,1
1,52,1,5,0,1.7,16,2,34,17,0,NA,0,1
0,30,3,3,0,8.6,1,3,17,7,1,66,0,1
1,31,2,3,0,8.4,3,4,51,10,1,75,0,1
1,29,2,1,1,10.3,3,3,33,10,0,NA,0,1
1,36,1,5,1,7.6,6,6,60,10,0,NA,0,1
0,23,2,1,0,2.4,4,3,39,20,0,NA,0,1
0,43,3,4,1,9.9,13,3,22,10,0,NA,0,1
0,30,3,1,1,10.9,17,2,158,20,0,NA,0,1
0,50,2,2,1,1.6,42,6,20,2,1,82,0,1
0,28,1,1,0,9.6,12,3,44,25,0,NA,0,1
0,30,2,2,1,1.5,1,8,46,7,1,71,0,1
1,47,2,1,1,5.9,9,8,110,20,0,NA,0,1
1,32,1,5,1,4.1,9,4,55,25,1,71,0,1
1,40,1,2,0,11,19,4,69,15,1,85,0,1
1,30,1,3,0,7.8,1,9,61,7,1,63,0,1
0,35,3,3,1,5,21,4,46,12,0,NA,0,1
1,43,2,3,0,8.5,13,5,49,10,0,NA,0,1
0,40,3,2,1,4.4,10,2,28,15,0,NA,0,1
0,28,2,4,0,9.7,3,2,241,15,0,NA,0,1
1,28,1,5,0,8.4,1,2,33,12,1,63,0,1
1,41,1,5,0,6.5,2,4,65,15,0,NA,0,1
0,29,2,1,1,8.6,10,24,90,7,1,95,0,1
1,54,2,2,0,2,1,3,34,15,0,NA,0,1
0,37,2,4,0,1,42,2,8,2,0,NA,0,1
0,37,3,2,1,3.4,10,3,173,15,0,NA,0,1
1,34,1,5,0,4.3,10,2,18,7,0,NA,0,1
1,26,2,5,1,1,17,7,43,7,1,77,0,1
0,31,3,4,1,10.5,16,3,26,10,0,NA,0,1
0,38,2,5,1,9.2,5,7,60,10,1,89,0,1
1,59,2,4,0,1.5,1,3,276,28,0,NA,0,1
1,33,2,4,0,5.5,7,2,23,7,0,NA,0,1
0,38,2,3,1,3.5,8,2,43,28,0,NA,0,1
1,37,1,3,0,9.7,11,6,25,5,1,71,0,1
1,43,3,3,1,10.6,11,5,35,15,0,NA,0,1
0,28,3,1,1,7.6,18,7,52,15,0,NA,0,1
0,31,2,4,0,10.5,2,3,146,12,0,NA,0,1
1,32,1,4,0,8.4,3,2,40,15,0,NA,0,1
0,46,2,1,0,6.4,25,2,138,12,0,NA,0,1
1,28,1,3,0,7.2,18,2,29,10,0,NA,0,1
0,46,2,1,1,5.9,9,6,34,15,0,NA,0,1
1,47,1,5,0,1.6,15,2,48,22,0,NA,0,1
1,29,1,5,0,5.6,6,8,65,15,1,55,0,1
0,28,3,3,0,9.5,9,6,128,25,0,NA,0,1
0,54,1,4,1,7,10,3,24,10,0,NA,0,1
0,36,3,4,0,5.3,9,5,28,10,0,NA,0,1
0,40,2,3,1,6.5,1,3,55,12,0,NA,0,1
1,37,1,5,0,1.7,22,2,12,5,1,59,0,1
1,52,1,5,1,5.6,8,2,68,17,0,NA,0,1
0,35,3,1,0,9.9,10,3,51,25,0,NA,0,1
1,36,2,5,1,9.8,28,6,115,15,0,NA,0,1
0,30,3,1,1,1.6,4,2,100,22,0,NA,0,1
0,24,2,4,0,3.3,6,4,43,12,1,63,0,1
1,41,2,5,1,3.3,2,5,221,20,0,NA,0,1
1,47,2,4,1,3.5,10,2,38,10,0,NA,0,1
1,46,3,3,1,6.5,6,14,64,7,0,NA,0,1
1,42,2,4,0,1.6,12,9,39,10,1,64,0,1
1,51,2,4,0,2.5,4,2,84,15,0,NA,0,1
1,44,3,1,1,9.8,4,2,27,10,0,NA,0,1
1,28,2,1,1,6.9,3,4,86,15,0,NA,0,1
1,38,1,4,0,9.6,1,4,22,7,0,NA,0,1
0,31,2,2,0,8.9,19,2,34,17,0,NA,0,1
0,40,1,4,0,4.3,2,4,45,12,0,NA,0,1
1,33,1,3,0,7,24,4,84,25,1,58,0,1
0,37,2,2,0,1.2,10,5,39,7,0,NA,0,1
1,39,3,2,1,1.9,2,5,81,20,0,NA,0,1
0,28,3,1,1,7.9,19,7,112,20,0,NA,0,1
0,37,3,2,1,3.5,6,3,133,33,0,NA,0,1
0,27,3,4,1,8.5,3,3,18,7,0,NA,0,1
1,52,1,5,0,4.4,6,2,24,7,0,NA,0,1
0,30,3,1,1,4.8,8,3,33,10,0,NA,0,1
0,32,3,4,0,9.6,10,2,14,5,1,78,0,1
0,22,3,1,1,1.8,1,5,53,15,0,NA,0,1
0,35,2,1,0,8.9,4,4,80,15,0,NA,0,1
0,28,2,1,0,9.8,11,3,51,12,1,74,0,1
1,48,1,5,0,2.4,2,2,129,15,0,NA,0,1
0,29,1,1,0,7,9,6,124,15,0,NA,0,1
0,31,1,2,0,10,4,4,81,17,0,NA,0,1
1,31,1,2,0,9.7,15,3,93,17,0,NA,0,1
1,42,2,2,1,5.7,1,11,36,5,0,NA,0,1
1,31,1,5,0,1.5,7,10,45,10,1,43,0,1
1,48,2,3,1,9.5,3,3,16,7,0,NA,0,1
0,54,2,3,1,4.9,1,3,250,17,0,NA,0,1
1,29,3,4,1,3.1,14,3,59,17,0,NA,0,1
0,35,1,4,0,9.4,7,4,54,12,0,NA,0,1
0,24,3,1,0,5.6,19,3,102,10,1,67,0,1
1,49,1,3,0,9.5,3,4,156,25,0,NA,0,1
0,30,3,1,0,9.8,2,4,57,20,0,NA,0,1
1,27,2,5,1,2.6,3,5,55,12,0,NA,0,1
0,27,3,1,0,8.3,5,12,80,12,0,NA,0,1
1,36,1,1,1,10,11,12,47,5,1,87,0,1
0,45,2,3,1,5.6,6,2,97,15,0,NA,0,1
0,27,1,4,1,6.1,8,6,51,17,0,NA,0,1
0,24,3,2,0,5.2,5,5,72,20,0,NA,0,1
1,30,1,5,1,10.2,14,2,91,33,0,NA,0,1
0,47,3,1,1,10.8,5,4,177,22,0,NA,0,1
1,35,2,3,0,7.8,7,6,56,12,1,70,0,1
1,63,2,2,1,7.9,20,5,359,22,0,NA,0,1
0,35,3,1,1,2.9,11,3,80,15,1,79,0,1
0,23,3,1,0,3.1,3,4,56,17,0,NA,0,1
1,37,1,5,1,8.7,2,4,30,15,0,NA,0,1
1,39,1,3,0,3.4,12,4,32,10,1,58,0,1
0,42,3,2,1,2.6,5,10,57,10,0,NA,0,1
0,29,2,4,0,8.6,14,2,84,12,1,73,0,1
0,30,2,4,0,9.9,4,7,56,25,0,NA,0,1
1,54,1,1,0,5.4,1,4,13,2,0,NA,0,1
1,33,1,5,1,10.9,14,11,76,15,0,NA,0,1
1,44,2,3,1,4.3,1,2,62,12,0,NA,0,1
1,54,2,3,1,5.1,7,5,83,10,0,NA,0,1
1,33,1,5,0,6,1,2,43,20,0,NA,0,1
1,46,1,4,1,5.6,11,4,69,17,0,NA,0,1
0,23,3,1,1,3.2,44,6,18,2,1,80,0,1
1,61,2,4,1,2.2,16,2,41,12,0,NA,0,1
0,41,1,1,0,9.2,17,4,45,10,0,NA,0,1
0,29,3,2,1,9.2,3,3,96,12,0,NA,0,1
1,41,1,4,1,4.9,5,12,106,17,0,NA,0,1
1,45,2,5,0,10.9,1,2,19,10,0,NA,0,1
1,31,2,4,1,5.8,2,2,30,10,0,NA,0,1
0,22,3,3,1,1.6,4,4,74,10,1,82,0,1
0,33,2,4,1,8.5,31,2,39,15,0,NA,0,1
1,21,1,5,0,1.7,1,5,15,2,1,53,0,1
0,42,1,2,0,7.7,6,2,52,20,0,NA,0,1
1,30,1,2,0,8,26,2,79,22,1,69,0,1
0,30,1,2,0,8.2,13,2,47,25,0,NA,0,1
0,28,1,5,0,10.4,4,11,66,15,1,60,0,1
1,41,1,5,0,9.3,1,4,37,7,0,NA,0,1
1,67,2,5,1,1.1,3,3,48,15,0,NA,0,1
0,45,2,5,0,8.8,7,8,199,17,0,NA,0,1
1,37,1,5,0,9.9,7,6,55,10,1,72,0,1
0,25,1,4,1,5.5,27,2,54,15,1,76,0,1
1,47,2,4,1,2.2,1,2,72,28,0,NA,0,1
1,45,1,4,0,6.9,24,2,24,5,0,NA,0,1
0,29,3,5,1,4.6,17,7,152,22,0,NA,0,1
0,31,3,2,1,8.4,11,6,47,7,1,88,0,1
0,22,2,4,1,2.5,19,4,21,7,1,78,0,1
0,22,2,1,1,3.3,8,8,68,15,0,NA,0,1
0,27,1,4,0,6.6,21,2,11,5,1,66,0,1
0,33,2,4,0,10.8,23,2,114,22,0,NA,0,1
1,33,1,4,0,2.2,34,6,158,15,1,55,0,1
1,23,3,3,1,2.5,9,2,45,20,1,75,0,1
1,45,3,3,1,8.7,4,4,44,7,0,NA,0,1
1,32,2,1,1,10.4,23,2,20,7,0,NA,0,1
0,27,2,1,0,7.6,4,4,41,12,0,NA,0,1
1,38,3,4,1,9.6,12,4,42,10,0,NA,0,1
0,25,3,1,1,6.2,4,5,54,20,0,NA,0,1
0,30,2,2,0,1.4,7,6,94,15,0,NA,0,1
1,32,1,3,1,6.6,2,2,221,22,0,NA,0,1
1,41,3,3,0,10.5,5,2,120,17,0,NA,0,1
0,47,1,2,0,2,17,3,31,7,0,NA,0,1
0,38,2,2,1,3.1,18,8,66,12,1,81,0,1
0,26,1,1,0,8,3,7,129,15,1,59,0,1
0,34,1,3,0,5.1,26,3,68,12,0,NA,0,1
0,44,3,5,1,10.1,12,2,6,2,1,89,0,1
1,55,2,3,1,1.3,5,2,19,10,0,NA,0,1
1,32,1,5,1,1.6,5,3,202,20,0,NA,0,1
0,24,2,5,0,4.8,6,4,82,22,0,NA,0,1
1,40,3,2,1,7.2,5,3,40,7,0,NA,0,1
1,61,1,5,1,4.9,12,9,33,5,0,NA,0,1
0,41,3,1,0,10.8,37,5,21,5,0,NA,0,1
0,44,1,5,0,10.1,7,2,39,15,0,NA,0,1
1,26,1,5,0,3.9,8,3,68,15,1,53,0,1
1,42,2,2,1,5.1,1,5,27,7,0,NA,0,1
0,36,3,1,1,7.4,5,2,29,12,0,NA,0,1
1,53,1,5,0,6.1,10,4,31,10,0,NA,0,1
0,38,1,4,0,4.6,4,3,45,17,0,NA,0,1
1,57,3,3,1,1.5,7,7,62,7,0,NA,0,1
0,31,2,3,0,8.5,14,4,64,15,1,71,0,1
0,54,2,1,1,2.8,3,4,70,15,0,NA,0,1
0,25,2,4,0,3,1,3,37,7,1,56,0,1
0,29,2,4,0,1.4,8,4,43,7,1,63,0,1
0,40,3,1,0,8.4,13,2,24,7,0,NA,0,1
0,29,3,1,1,7,7,7,33,10,0,NA,0,1
0,33,2,2,1,1.7,14,5,35,10,0,NA,0,1
1,36,3,4,1,5.7,16,2,71,12,0,NA,0,1
1,39,2,5,1,6,13,6,72,17,0,NA,0,1
0,27,1,1,0,5.2,15,6,54,7,1,60,0,1
0,35,2,3,0,1.4,1,5,79,17,0,NA,0,1
0,23,2,2,0,4.4,8,2,45,17,0,NA,0,1
1,51,2,5,1,5.4,15,3,46,5,0,NA,0,1
1,51,1,5,0,8.6,13,2,86,15,0,NA,0,1
0,32,1,3,0,1.4,9,11,145,22,1,38,0,1
1,35,3,5,1,6.6,1,4,74,20,0,NA,0,1
1,53,2,5,0,10.9,12,2,32,15,0,NA,0,1
0,45,2,5,0,10.2,25,8,86,12,1,82,0,1
0,33,1,1,0,9.9,9,4,60,17,0,NA,0,1
1,55,2,5,1,5.6,10,2,42,10,0,NA,0,1
1,29,2,4,0,9.7,7,7,44,15,1,76,0,1
1,47,2,4,1,11,7,2,46,22,0,NA,0,1
0,42,2,1,1,2.1,5,5,161,22,0,NA,0,1
1,22,1,4,0,4,1,6,35,15,1,52,0,1
1,37,1,1,0,1.1,5,6,134,20,0,NA,0,1
0,32,3,3,0,6.8,8,2,48,20,0,NA,0,1
1,38,1,3,1,4.4,23,4,26,12,0,NA,0,1
1,46,2,4,1,3.1,1,2,35,17,0,NA,0,1
0,23,1,3,0,2.6,9,3,24,10,0,NA,0,1
1,35,2,4,0,3.2,2,3,71,30,0,NA,0,1
0,34,2,1,0,5.9,3,4,22,10,0,NA,0,1
1,59,1,4,0,9.3,8,2,21,10,0,NA,0,1
0,22,3,4,0,2.2,2,3,15,5,1,64,0,1
1,31,1,3,0,8.4,7,3,27,15,0,NA,0,1
0,46,2,3,1,8.5,4,2,40,12,0,NA,0,1
1,43,2,3,1,8.2,4,4,43,15,0,NA,0,1
1,31,1,3,0,10.1,2,3,30,10,1,80,0,1
1,47,1,3,0,9,2,2,12,5,0,NA,0,1
0,39,3,5,1,1.2,7,4,44,22,0,NA,0,1
1,36,1,5,1,10.2,23,3,59,20,0,NA,0,1
0,48,2,4,1,8.7,26,6,52,12,0,NA,0,1
0,21,1,1,0,1.3,20,6,49,7,1,53,0,1
0,21,3,1,0,2.8,16,2,63,17,0,NA,0,1
0,27,2,1,0,5,29,2,114,10,1,66,0,1
0,29,1,1,0,6.7,24,2,130,12,0,NA,0,1
1,22,2,2,0,1.4,14,3,42,15,0,NA,0,1
0,28,3,1,0,7.1,20,3,26,5,1,72,0,1
1,37,2,5,1,5.6,3,9,83,10,0,NA,0,1
1,36,1,5,0,3.4,11,2,100,25,0,NA,0,1
1,43,3,3,1,3.9,22,6,55,5,0,NA,0,1
0,41,3,3,1,4.4,14,2,42,20,0,NA,0,1
1,43,1,2,0,4.1,38,7,34,12,0,NA,0,1
1,35,1,3,0,9.5,5,9,105,12,1,70,0,1
0,27,2,4,0,8.9,2,4,26,7,0,NA,0,1
0,38,3,4,1,3.9,16,12,81,20,1,88,0,1
1,28,1,2,0,6.3,15,5,19,5,0,NA,0,1
1,51,2,1,0,2.7,9,7,36,12,0,NA,0,1
1,56,1,2,1,10.9,22,3,155,22,0,NA,0,1
0,31,1,5,1,3.8,10,3,65,20,0,NA,0,1
0,46,2,4,0,10.8,16,3,68,15,0,NA,0,1
1,42,2,2,1,7.2,1,4,35,17,0,NA,0,1
0,45,2,2,0,8,4,8,102,17,0,NA,0,1
1,40,2,2,1,1.6,4,5,161,17,0,NA,0,1
0,26,1,2,0,6.1,1,2,74,17,0,NA,0,1
0,23,3,2,0,4.7,17,8,95,12,1,68,0,1
0,31,3,3,0,8,17,14,80,12,1,75,0,1
0,24,2,2,0,2,3,11,97,15,1,58,0,1
1,47,2,5,1,4.5,2,5,76,12,0,NA,0,1
1,24,1,5,0,5.7,10,2,83,20,1,59,0,1
1,33,1,4,0,10,32,5,48,17,1,78,0,1
0,35,3,1,0,9,22,5,36,10,1,78,0,1
1,24,2,5,0,5.4,1,5,66,20,1,68,0,1
0,34,2,1,0,6.8,9,3,47,12,0,NA,0,1
0,33,3,1,1,9.7,2,3,115,17,0,NA,0,1
0,32,3,2,1,10,33,6,24,5,1,94,0,1
1,45,3,3,1,9,16,3,60,12,0,NA,0,1
0,30,1,1,0,10.6,18,3,57,12,0,NA,0,1
1,42,2,3,1,4.9,52,5,25,5,1,90,0,1
0,34,2,1,1,7.9,6,3,131,15,0,NA,0,1
1,43,2,5,0,7.4,46,9,45,7,1,80,0,1
0,36,3,1,1,9.8,7,3,90,12,0,NA,0,1
1,39,1,5,0,9.5,1,7,71,7,0,NA,0,1
1,52,2,5,1,4,1,4,35,12,0,NA,0,1
1,29,1,5,0,3.9,9,2,78,17,1,55,0,1
1,51,2,5,1,1.8,6,2,285,15,0,NA,0,1
1,45,2,2,1,2.9,1,17,62,5,0,NA,0,1
0,37,1,1,0,10,6,6,29,7,1,67,0,1
0,52,2,3,0,5,5,3,32,17,0,NA,0,1
0,26,3,4,1,1.6,10,3,69,10,1,74,0,1
0,40,1,4,0,9.6,4,2,55,15,0,NA,0,1
1,41,1,1,0,2.4,27,5,72,17,0,NA,0,1
0,30,1,1,1,8.6,10,8,81,12,0,NA,0,1
1,35,1,2,1,5.7,1,2,38,12,0,NA,0,1
1,51,2,5,0,4.4,3,5,61,10,0,NA,0,1
1,46,1,5,0,9.2,15,7,29,7,0,NA,0,1
0,33,3,1,1,2.3,14,18,56,2,1,78,0,1
1,43,1,4,0,6.4,2,4,31,7,1,61,0,1
0,29,2,4,1,8.9,3,4,24,10,0,NA,0,1
1,56,3,4,1,2.7,1,2,8,2,0,NA,0,1
0,41,3,1,0,5.6,5,3,18,7,1,66,0,1
0,31,1,5,0,6,5,7,72,15,1,52,0,1
0,25,1,5,0,4,20,13,64,12,1,44,0,1
1,46,1,2,0,6.7,7,3,72,30,0,NA,0,1
0,38,2,5,0,3,2,3,34,20,0,NA,0,1
1,55,3,5,1,8,8,2,165,17,0,NA,0,1
1,46,1,1,0,1.8,13,2,57,10,0,NA,0,1
1,56,1,2,1,1.1,14,3,22,7,0,NA,0,1
0,35,2,4,1,10.5,9,5,57,17,0,NA,0,1
0,47,2,4,0,6.3,8,4,48,22,0,NA,0,1
0,31,3,3,0,8.9,1,5,36,10,0,NA,0,1
0,25,3,4,1,1.6,2,5,65,12,0,NA,0,1
0,39,2,5,0,2.2,11,4,39,10,0,NA,0,1
1,58,1,5,1,2.1,4,2,88,20,0,NA,0,1
1,52,1,5,1,9.8,1,2,20,10,0,NA,0,1
1,29,1,5,0,2.5,6,4,55,15,1,49,0,1
0,30,3,5,1,7.3,1,4,84,15,0,NA,0,1
0,33,2,4,1,1,4,2,21,12,0,NA,0,1
1,52,3,1,1,6.2,26,2,41,17,0,NA,0,1
1,49,1,5,1,10.5,20,2,45,10,0,NA,0,1
1,27,2,3,1,5.1,6,5,38,7,1,87,0,1
1,35,3,2,0,10.1,4,2,62,10,0,NA,0,1
1,46,2,3,0,5.3,3,2,52,30,0,NA,0,1
1,43,1,4,1,7.5,16,2,114,15,0,NA,0,1
0,36,2,5,0,1.6,14,11,35,2,1,67,0,1
0,36,2,3,0,8.3,33,3,14,5,1,79,0,1
1,37,1,5,0,3.8,24,3,17,5,0,NA,0,1
1,34,2,2,0,9.6,3,3,99,40,0,NA,0,1
0,29,3,1,0,8.2,8,10,54,12,1,70,0,1
1,43,3,5,1,5.3,5,6,105,20,0,NA,0,1
1,32,1,4,0,10.7,22,3,49,15,0,NA,0,1
1,55,2,4,1,3.4,7,2,51,17,0,NA,0,1
0,43,3,4,1,4.3,6,3,46,22,0,NA,0,1
1,41,2,4,0,8.4,8,2,159,17,0,NA,0,1
0,31,2,4,1,3.3,2,2,73,10,0,NA,0,1
0,28,3,2,1,7.7,28,7,71,12,1,88,0,1
0,38,3,2,1,4,2,2,48,15,0,NA,0,1
1,58,1,5,0,10.2,6,3,89,10,0,NA,0,1
0,53,3,4,1,9.2,9,2,49,20,0,NA,0,1
0,26,2,4,0,7.6,29,4,34,15,0,NA,0,1
0,47,1,5,1,7.7,17,3,137,12,1,76,0,1
0,26,3,1,1,1.2,2,2,16,7,0,NA,0,1
1,33,1,3,0,1.6,2,3,73,12,0,NA,0,1
1,54,2,4,1,5.5,17,10,90,17,0,NA,0,1
0,39,1,1,0,6.8,8,12,69,20,0,NA,0,1
0,28,2,3,0,3.8,5,2,19,10,0,NA,0,1
0,32,3,4,1,9.5,12,2,37,20,0,NA,0,1
1,36,1,5,0,2.9,1,8,102,30,0,NA,0,1
1,67,1,1,0,6.8,45,3,10,2,0,NA,0,1
1,27,1,2,0,5.6,3,4,67,17,1,61,0,1
0,38,3,1,0,7.1,3,2,12,5,0,NA,0,1
0,31,3,1,1,4.2,2,5,54,15,0,NA,0,1
0,24,1,1,0,5.6,20,4,42,15,0,NA,0,1
0,26,3,5,1,1.2,12,5,37,12,0,NA,0,1
1,48,2,4,0,7.9,2,2,83,15,0,NA,0,1
0,35,2,1,0,2.3,7,4,92,10,1,62,0,1
0,39,3,1,1,9.5,2,2,21,12,0,NA,0,1
0,24,3,1,0,3.3,4,4,34,12,0,NA,0,1
0,26,2,1,1,2.6,2,2,39,15,0,NA,0,1
1,40,1,3,1,4.2,10,4,91,12,0,NA,0,1
1,37,2,3,1,9,2,2,150,20,0,NA,0,1
1,25,1,3,0,5.6,20,8,71,20,1,54,0,1
1,30,3,4,1,8.3,12,7,33,10,0,NA,0,1
0,30,2,2,0,10,7,2,80,10,1,73,0,1
1,46,1,4,0,10.6,4,3,51,15,0,NA,0,1
0,29,3,4,0,8.9,7,2,42,15,0,NA,0,1
1,49,1,3,0,2.1,13,5,45,12,0,NA,0,1
1,61,1,4,1,10.8,8,2,129,25,0,NA,0,1
0,25,3,3,1,5.1,38,4,14,2,1,79,0,1
0,33,2,1,0,6.2,2,2,21,10,1,64,0,1
0,36,1,1,0,4.5,23,7,21,2,1,56,0,1
0,60,3,3,1,1.9,16,6,63,12,0,NA,0,1
0,24,3,2,0,3.6,4,2,42,7,1,60,0,1
0,34,2,4,0,3.6,14,9,42,12,1,67,0,1
1,42,3,1,1,10.2,3,3,123,12,0,NA,0,1
0,39,1,3,0,5.7,1,15,141,20,0,NA,0,1
0,23,3,1,0,2.6,3,2,151,10,0,NA,0,1
1,42,2,2,0,1.8,20,4,34,10,1,62,0,1
0,36,3,4,1,1.5,16,12,104,15,1,84,0,1
0,31,3,1,1,6.3,22,5,115,17,0,NA,0,1
1,45,1,5,0,1.3,15,5,37,12,0,NA,0,1
0,46,2,2,1,3.5,2,8,60,15,0,NA,0,1
0,35,3,4,1,6.4,31,6,32,7,1,86,0,1
1,45,1,5,1,1.5,7,3,123,10,0,NA,0,1
0,28,3,4,0,3.6,5,16,117,25,0,NA,0,1
1,29,1,3,0,9.2,8,5,105,15,1,74,0,1
1,30,3,5,1,7.7,26,2,134,20,1,94,0,1
1,39,1,5,1,5.5,1,14,50,7,0,NA,0,1
1,32,3,3,1,2.7,16,4,29,15,0,NA,0,1
0,34,3,1,1,6.7,1,4,78,20,0,NA,0,1
0,37,3,2,0,10.5,26,3,19,7,1,76,0,1
0,39,1,1,0,7.5,16,3,28,15,0,NA,0,1
0,25,3,3,1,4.3,40,4,14,2,1,80,0,1
1,32,1,5,0,9.6,1,2,41,25,1,68,0,1
1,66,3,3,1,9.8,2,2,28,7,0,NA,0,1
0,43,3,2,1,1.9,1,2,37,15,0,NA,0,1
1,25,2,2,0,6.6,18,8,36,7,1,76,0,1
1,35,3,3,0,8,1,3,42,17,0,NA,0,1
1,24,2,4,0,5.3,20,4,38,15,1,68,0,1
0,39,2,3,1,5.8,4,11,45,10,1,79,0,1
0,39,2,1,1,3.6,18,4,27,12,0,NA,0,1
0,33,1,4,0,2.5,3,3,63,15,0,NA,0,1
1,24,1,3,0,4.7,6,2,32,12,0,NA,0,1
0,36,2,2,0,8.6,11,3,60,20,0,NA,0,1
0,23,2,1,0,4.2,4,6,24,7,1,67,0,1
0,30,2,2,0,9.6,15,6,31,5,0,NA,0,1
1,43,2,4,0,1.8,14,2,40,12,0,NA,0,1
1,37,1,5,0,5.3,4,2,58,10,0,NA,0,1
0,40,3,4,1,11,1,7,32,10,0,NA,0,1
0,33,2,1,1,8.8,48,3,11,2,1,92,0,1
1,46,2,4,1,1.9,1,2,116,17,0,NA,0,1
0,32,2,2,0,9.3,7,8,37,12,0,NA,0,1
1,39,3,4,1,7.5,24,5,52,17,0,NA,0,1
0,37,3,4,0,6.3,15,4,49,12,0,NA,0,1
1,36,1,4,0,7.1,17,3,118,17,0,NA,0,1
1,31,1,3,0,5,12,6,41,12,1,52,0,1
0,42,2,4,0,10.5,2,5,119,15,0,NA,0,1
1,68,3,5,1,3,9,4,29,15,0,NA,0,1
0,43,3,4,1,5.4,13,5,422,20,0,NA,0,1
1,38,2,3,1,7.4,1,3,52,15,0,NA,0,1
1,49,1,3,0,4.2,26,5,48,17,0,NA,0,1
0,29,2,4,0,1.1,3,9,96,17,0,NA,0,1
0,29,2,4,1,8.7,2,15,78,15,0,NA,0,1
0,26,3,3,1,1.5,9,3,82,20,0,NA,0,1
0,27,3,2,1,5.2,11,3,23,5,0,NA,0,1
1,24,1,2,0,4.4,1,2,100,17,1,56,0,1
1,35,3,5,1,7.7,2,3,46,10,1,91,0,1
0,23,3,2,1,3.2,8,4,59,12,0,NA,0,1
0,38,1,1,0,10.7,6,4,276,17,0,NA,0,1
0,29,3,1,0,9.5,8,2,15,10,0,NA,0,1
1,32,1,5,0,9.8,4,2,29,12,0,NA,0,1
1,43,1,5,0,2.9,1,8,96,15,0,NA,0,1
1,46,1,5,1,7.1,12,3,121,20,0,NA,0,1
1,42,1,2,0,4.2,2,2,23,15,0,NA,0,1
1,26,1,3,0,7.3,17,3,37,10,1,72,0,1
1,29,1,5,0,9.2,1,2,22,7,1,76,0,1
1,31,3,5,1,6.1,4,4,62,22,0,NA,0,1
0,40,2,3,1,5.4,4,3,21,10,0,NA,0,1
1,27,1,2,0,1.9,6,3,48,30,1,38,0,1
1,29,1,3,0,6.5,2,4,39,15,0,NA,0,1
0,30,3,2,1,4.8,8,3,97,28,0,NA,0,1
0,37,3,1,0,7.9,13,4,42,10,0,NA,0,1
0,37,2,3,0,5.1,1,4,35,10,0,NA,0,1
1,37,1,5,1,7,1,3,45,10,0,NA,0,1
0,46,2,1,1,2.8,7,4,22,5,0,NA,0,1
0,25,1,3,0,1.2,21,2,12,5,1,59,0,1
0,38,3,3,1,4.2,16,2,39,12,0,NA,0,1
1,21,1,1,0,2.5,1,3,51,15,1,52,0,1
0,52,2,2,0,6,2,4,42,17,0,NA,0,1
0,35,3,1,1,10.3,5,18,86,12,1,93,0,1
1,46,1,5,0,8.8,5,4,30,10,0,NA,0,1
0,44,2,3,1,4.8,6,3,70,10,0,NA,0,1
1,55,1,5,0,3,1,2,156,15,0,NA,0,1
1,32,1,1,0,1.3,3,4,56,10,0,NA,0,1
0,34,1,2,0,1.4,22,6,73,12,1,51,0,1
0,24,3,1,1,4.2,7,4,199,22,0,NA,0,1
0,39,2,1,0,7.3,1,5,123,20,0,NA,0,1
0,33,3,1,0,7.8,2,4,154,28,0,NA,0,1
0,28,3,1,1,6,6,3,70,17,0,NA,0,1
1,44,2,1,0,8.7,2,2,62,7,0,NA,0,1
0,38,1,1,0,9,11,4,42,10,0,NA,0,1
0,33,2,4,0,10.3,2,9,121,25,0,NA,0,1
0,25,3,4,0,3.1,6,3,41,20,0,NA,0,1
0,43,3,3,1,4.8,1,3,422,35,0,NA,0,1
0,36,3,2,0,4.5,16,7,58,17,0,NA,0,1
0,29,3,1,0,7.8,2,2,36,10,0,NA,0,1
1,49,1,2,0,3.2,1,8,44,12,0,NA,0,1
0,28,1,3,0,4.8,20,2,81,17,0,NA,0,1
1,28,2,2,0,9.4,30,3,36,17,0,NA,0,1
0,34,3,1,1,2.8,3,4,77,15,0,NA,0,1
1,61,3,1,1,5,8,2,66,22,0,NA,0,1
1,45,1,5,1,3.3,15,7,49,12,0,NA,0,1
0,37,2,5,0,2.8,7,3,53,12,0,NA,0,1
1,34,1,3,0,1.7,7,2,205,22,0,NA,0,1
0,37,2,2,1,5.7,2,3,33,12,0,NA,0,1
1,34,1,4,0,2.3,10,3,26,15,1,59,0,1
0,30,1,1,0,10.8,8,5,106,12,1,65,0,1
1,34,1,5,0,8.3,14,9,30,5,1,66,0,1
